date,asset_name,price,volume,category
2016-06-13,Gold ETF,122.63999938964844,12594200,Commodity
2016-06-14,Gold ETF,122.7699966430664,11651700,Commodity
2016-06-15,Gold ETF,123.68000030517578,15053000,Commodity
2016-06-16,Gold ETF,122.37999725341797,26635000,Commodity
2016-06-17,Gold ETF,123.94999694824219,15573800,Commodity
2016-06-20,Gold ETF,123.20999908447266,11866200,Commodity
2016-06-21,Gold ETF,120.83999633789062,14585600,Commodity
2016-06-22,Gold ETF,120.9000015258789,7861000,Commodity
2016-06-23,Gold ETF,120.11000061035156,10704900,Commodity
2016-06-24,Gold ETF,126.0,35782900,Commodity
2016-06-27,Gold ETF,126.68000030517578,21228800,Commodity
2016-06-28,Gold ETF,125.31999969482422,16001500,Commodity
2016-06-29,Gold ETF,125.83999633789062,12218400,Commodity
2016-06-30,Gold ETF,126.47000122070312,15981600,Commodity
2016-07-01,Gold ETF,128.41000366210938,14940700,Commodity
2016-07-05,Gold ETF,129.47000122070312,19026200,Commodity
2016-07-06,Gold ETF,130.22999572753906,17376700,Commodity
2016-07-07,Gold ETF,129.74000549316406,16508500,Commodity
2016-07-08,Gold ETF,130.52000427246094,17634200,Commodity
2016-07-11,Gold ETF,129.2899932861328,10855600,Commodity
2016-07-12,Gold ETF,127.1500015258789,26459600,Commodity
2016-07-13,Gold ETF,128.32000732421875,7377700,Commodity
2016-07-14,Gold ETF,127.33000183105469,12132400,Commodity
2016-07-15,Gold ETF,126.83999633789062,13892100,Commodity
2016-07-18,Gold ETF,127.04000091552734,8489700,Commodity
2016-07-19,Gold ETF,127.20999908447266,5170700,Commodity
2016-07-20,Gold ETF,125.38999938964844,11777700,Commodity
2016-07-21,Gold ETF,127.30000305175781,9399200,Commodity
2016-07-22,Gold ETF,126.3499984741211,7716000,Commodity
2016-07-25,Gold ETF,125.47000122070312,13139400,Commodity
2016-07-26,Gold ETF,126.0,7613200,Commodity
2016-07-27,Gold ETF,128.02999877929688,17066400,Commodity
2016-07-28,Gold ETF,127.66000366210938,9261800,Commodity
2016-07-29,Gold ETF,128.97999572753906,13708200,Commodity
2016-08-01,Gold ETF,129.22000122070312,7109900,Commodity
2016-08-02,Gold ETF,130.27000427246094,7652800,Commodity
2016-08-03,Gold ETF,129.64999389648438,5010700,Commodity
2016-08-04,Gold ETF,129.8699951171875,4908100,Commodity
2016-08-05,Gold ETF,127.55000305175781,16205100,Commodity
2016-08-08,Gold ETF,127.44000244140625,6773800,Commodity
2016-08-09,Gold ETF,127.95999908447266,7500400,Commodity
2016-08-10,Gold ETF,128.55999755859375,6196200,Commodity
2016-08-11,Gold ETF,127.66999816894531,9763800,Commodity
2016-08-12,Gold ETF,127.4000015258789,15395800,Commodity
2016-08-15,Gold ETF,127.83999633789062,4530800,Commodity
2016-08-16,Gold ETF,128.47000122070312,8678100,Commodity
2016-08-17,Gold ETF,128.5,12034800,Commodity
2016-08-18,Gold ETF,129.11000061035156,9500600,Commodity
2016-08-19,Gold ETF,127.97000122070312,10660100,Commodity
2016-08-22,Gold ETF,127.77999877929688,8627200,Commodity
2016-08-23,Gold ETF,127.76000213623047,9038500,Commodity
2016-08-24,Gold ETF,126.33999633789062,13539700,Commodity
2016-08-25,Gold ETF,126.2300033569336,5926300,Commodity
2016-08-26,Gold ETF,126.05000305175781,17967700,Commodity
2016-08-29,Gold ETF,126.30000305175781,5562400,Commodity
2016-08-30,Gold ETF,125.02999877929688,9877000,Commodity
2016-08-31,Gold ETF,124.77999877929688,13324100,Commodity
2016-09-01,Gold ETF,125.29000091552734,12877700,Commodity
2016-09-02,Gold ETF,126.56999969482422,11318600,Commodity
2016-09-06,Gold ETF,128.7100067138672,15115300,Commodity
2016-09-07,Gold ETF,128.27000427246094,8859800,Commodity
2016-09-08,Gold ETF,127.58999633789062,10561800,Commodity
2016-09-09,Gold ETF,126.75,12485600,Commodity
2016-09-12,Gold ETF,126.58999633789062,11140300,Commodity
2016-09-13,Gold ETF,125.75,8866400,Commodity
2016-09-14,Gold ETF,126.18000030517578,5820700,Commodity
2016-09-15,Gold ETF,125.37000274658203,12790400,Commodity
2016-09-16,Gold ETF,125.05999755859375,18995100,Commodity
2016-09-19,Gold ETF,125.31999969482422,4959600,Commodity
2016-09-20,Gold ETF,125.44000244140625,5672000,Commodity
2016-09-21,Gold ETF,127.2699966430664,13646400,Commodity
2016-09-22,Gold ETF,127.56999969482422,15188000,Commodity
2016-09-23,Gold ETF,127.6500015258789,7702300,Commodity
2016-09-26,Gold ETF,127.55000305175781,5842700,Commodity
2016-09-27,Gold ETF,126.62000274658203,6220700,Commodity
2016-09-28,Gold ETF,126.22000122070312,6757700,Commodity
2016-09-29,Gold ETF,126.06999969482422,7448400,Commodity
2016-09-30,Gold ETF,125.63999938964844,11204300,Commodity
2016-10-03,Gold ETF,125.31999969482422,9044100,Commodity
2016-10-04,Gold ETF,120.97000122070312,24372700,Commodity
2016-10-05,Gold ETF,120.77999877929688,14718100,Commodity
2016-10-06,Gold ETF,119.66000366210938,17917700,Commodity
2016-10-07,Gold ETF,119.73999786376953,17907300,Commodity
2016-10-10,Gold ETF,120.16000366210938,4514400,Commodity
2016-10-11,Gold ETF,119.55000305175781,6065300,Commodity
2016-10-12,Gold ETF,119.73999786376953,4848600,Commodity
2016-10-13,Gold ETF,120.02999877929688,7184600,Commodity
2016-10-14,Gold ETF,119.36000061035156,6577300,Commodity
2016-10-17,Gold ETF,119.68000030517578,4777900,Commodity
2016-10-18,Gold ETF,120.41999816894531,4919700,Commodity
2016-10-19,Gold ETF,121.11000061035156,6019800,Commodity
2016-10-20,Gold ETF,120.73999786376953,6496700,Commodity
2016-10-21,Gold ETF,120.83000183105469,6707800,Commodity
2016-10-24,Gold ETF,120.55999755859375,5481100,Commodity
2016-10-25,Gold ETF,121.47000122070312,6141100,Commodity
2016-10-26,Gold ETF,120.79000091552734,3905900,Commodity
2016-10-27,Gold ETF,121.01000213623047,4336000,Commodity
2016-10-28,Gold ETF,121.58000183105469,11639900,Commodity
2016-10-31,Gold ETF,121.94000244140625,7722100,Commodity
2016-11-01,Gold ETF,122.7300033569336,13384300,Commodity
2016-11-02,Gold ETF,123.63999938964844,15692400,Commodity
2016-11-03,Gold ETF,124.30000305175781,10093100,Commodity
2016-11-04,Gold ETF,124.38999938964844,8594600,Commodity
2016-11-07,Gold ETF,122.1500015258789,10015000,Commodity
2016-11-08,Gold ETF,121.63999938964844,9480600,Commodity
2016-11-09,Gold ETF,121.55999755859375,18236500,Commodity
2016-11-10,Gold ETF,119.75,22268000,Commodity
2016-11-11,Gold ETF,117.0999984741211,20381800,Commodity
2016-11-14,Gold ETF,116.11000061035156,20729400,Commodity
2016-11-15,Gold ETF,117.12000274658203,9348600,Commodity
2016-11-16,Gold ETF,116.7699966430664,5486100,Commodity
2016-11-17,Gold ETF,116.16999816894531,10342300,Commodity
2016-11-18,Gold ETF,115.1500015258789,10444300,Commodity
2016-11-21,Gold ETF,115.58000183105469,6654200,Commodity
2016-11-22,Gold ETF,115.54000091552734,6391900,Commodity
2016-11-23,Gold ETF,113.25,20982100,Commodity
2016-11-25,Gold ETF,112.61000061035156,5345900,Commodity
2016-11-28,Gold ETF,113.80000305175781,5655400,Commodity
2016-11-29,Gold ETF,113.2699966430664,7438600,Commodity
2016-11-30,Gold ETF,111.75,10925500,Commodity
2016-12-01,Gold ETF,111.54000091552734,10237000,Commodity
2016-12-02,Gold ETF,112.13999938964844,7416500,Commodity
2016-12-05,Gold ETF,111.54000091552734,10187900,Commodity
2016-12-06,Gold ETF,111.43000030517578,5533700,Commodity
2016-12-07,Gold ETF,111.83000183105469,4901800,Commodity
2016-12-08,Gold ETF,111.56999969482422,5977800,Commodity
2016-12-09,Gold ETF,110.4000015258789,10507700,Commodity
2016-12-12,Gold ETF,110.81999969482422,6156700,Commodity
2016-12-13,Gold ETF,110.44999694824219,7961600,Commodity
2016-12-14,Gold ETF,108.83000183105469,12933600,Commodity
2016-12-15,Gold ETF,107.33999633789062,14427500,Commodity
2016-12-16,Gold ETF,108.05000305175781,10602800,Commodity
2016-12-19,Gold ETF,108.58999633789062,5339100,Commodity
2016-12-20,Gold ETF,107.79000091552734,7321100,Commodity
2016-12-21,Gold ETF,107.8499984741211,5188700,Commodity
2016-12-22,Gold ETF,107.58999633789062,4942800,Commodity
2016-12-23,Gold ETF,107.93000030517578,5012200,Commodity
2016-12-27,Gold ETF,108.55999755859375,3685500,Commodity
2016-12-28,Gold ETF,108.86000061035156,5091200,Commodity
2016-12-29,Gold ETF,110.29000091552734,7563900,Commodity
2016-12-30,Gold ETF,109.61000061035156,8873700,Commodity
2017-01-03,Gold ETF,110.47000122070312,7527400,Commodity
2017-01-04,Gold ETF,110.86000061035156,4904100,Commodity
2017-01-05,Gold ETF,112.58000183105469,9606800,Commodity
2017-01-06,Gold ETF,111.75,7686100,Commodity
2017-01-09,Gold ETF,112.66999816894531,5674600,Commodity
2017-01-10,Gold ETF,113.1500015258789,6093400,Commodity
2017-01-11,Gold ETF,113.5,9918700,Commodity
2017-01-12,Gold ETF,113.91000366210938,8457300,Commodity
2017-01-13,Gold ETF,114.20999908447266,7261500,Commodity
2017-01-17,Gold ETF,115.8499984741211,9142400,Commodity
2017-01-18,Gold ETF,114.87000274658203,6498100,Commodity
2017-01-19,Gold ETF,114.7699966430664,6437000,Commodity
2017-01-20,Gold ETF,115.05000305175781,12261500,Commodity
2017-01-23,Gold ETF,115.79000091552734,6373100,Commodity
2017-01-24,Gold ETF,115.2699966430664,5798800,Commodity
2017-01-25,Gold ETF,114.31999969482422,6697500,Commodity
2017-01-26,Gold ETF,113.26000213623047,5390500,Commodity
2017-01-27,Gold ETF,113.48999786376953,6706600,Commodity
2017-01-30,Gold ETF,113.97000122070312,7687800,Commodity
2017-01-31,Gold ETF,115.55000305175781,10421900,Commodity
2017-02-01,Gold ETF,115.19999694824219,6932900,Commodity
2017-02-02,Gold ETF,115.83999633789062,7189500,Commodity
2017-02-03,Gold ETF,116.12999725341797,9455500,Commodity
2017-02-06,Gold ETF,117.69999694824219,8547800,Commodity
2017-02-07,Gold ETF,117.45999908447266,8621000,Commodity
2017-02-08,Gold ETF,118.19000244140625,9633400,Commodity
2017-02-09,Gold ETF,117.29000091552734,8177200,Commodity
2017-02-10,Gold ETF,117.5999984741211,9072100,Commodity
2017-02-13,Gold ETF,116.80000305175781,7354900,Commodity
2017-02-14,Gold ETF,116.93000030517578,6927800,Commodity
2017-02-15,Gold ETF,117.44999694824219,7088400,Commodity
2017-02-16,Gold ETF,118.08000183105469,6378700,Commodity
2017-02-17,Gold ETF,117.68000030517578,7338100,Commodity
2017-02-21,Gold ETF,117.75,6166900,Commodity
2017-02-22,Gold ETF,117.91000366210938,6057200,Commodity
2017-02-23,Gold ETF,118.94000244140625,7523300,Commodity
2017-02-24,Gold ETF,119.69999694824219,9809000,Commodity
2017-02-27,Gold ETF,119.12000274658203,9263500,Commodity
2017-02-28,Gold ETF,119.2300033569336,8727800,Commodity
2017-03-01,Gold ETF,119.05999755859375,8679600,Commodity
2017-03-02,Gold ETF,117.58000183105469,10986300,Commodity
2017-03-03,Gold ETF,117.51000213623047,10665800,Commodity
2017-03-06,Gold ETF,116.72000122070312,4883500,Commodity
2017-03-07,Gold ETF,115.77999877929688,6846300,Commodity
2017-03-08,Gold ETF,115.05999755859375,7620900,Commodity
2017-03-09,Gold ETF,114.47000122070312,6410900,Commodity
2017-03-10,Gold ETF,114.72000122070312,7929500,Commodity
2017-03-13,Gold ETF,114.73999786376953,5807400,Commodity
2017-03-14,Gold ETF,114.12000274658203,5301800,Commodity
2017-03-15,Gold ETF,116.25,13524100,Commodity
2017-03-16,Gold ETF,116.7300033569336,9322000,Commodity
2017-03-17,Gold ETF,116.98999786376953,4683000,Commodity
2017-03-20,Gold ETF,117.51000213623047,4000200,Commodity
2017-03-21,Gold ETF,118.54000091552734,9567900,Commodity
2017-03-22,Gold ETF,118.83000183105469,7287400,Commodity
2017-03-23,Gold ETF,118.66999816894531,6201100,Commodity
2017-03-24,Gold ETF,118.86000061035156,6879600,Commodity
2017-03-27,Gold ETF,119.52999877929688,8519600,Commodity
2017-03-28,Gold ETF,119.04000091552734,7112800,Commodity
2017-03-29,Gold ETF,119.33000183105469,4911000,Commodity
2017-03-30,Gold ETF,118.47000122070312,6894600,Commodity
2017-03-31,Gold ETF,118.72000122070312,8520800,Commodity
2017-04-03,Gold ETF,119.3499984741211,6105700,Commodity
2017-04-04,Gold ETF,119.62000274658203,4687300,Commodity
2017-04-05,Gold ETF,119.62000274658203,8106000,Commodity
2017-04-06,Gold ETF,119.18000030517578,4633500,Commodity
2017-04-07,Gold ETF,119.45999908447266,12351100,Commodity
2017-04-10,Gold ETF,119.45999908447266,4623700,Commodity
2017-04-11,Gold ETF,121.19000244140625,12455300,Commodity
2017-04-12,Gold ETF,122.0199966430664,9502500,Commodity
2017-04-13,Gold ETF,122.5999984741211,9892600,Commodity
2017-04-17,Gold ETF,122.23999786376953,8469600,Commodity
2017-04-18,Gold ETF,122.81999969482422,10903700,Commodity
2017-04-19,Gold ETF,121.7300033569336,8472700,Commodity
2017-04-20,Gold ETF,121.95999908447266,11787300,Commodity
2017-04-21,Gold ETF,122.30999755859375,15608000,Commodity
2017-04-24,Gold ETF,121.4800033569336,11053600,Commodity
2017-04-25,Gold ETF,120.25,10344800,Commodity
2017-04-26,Gold ETF,120.83999633789062,9758800,Commodity
2017-04-27,Gold ETF,120.38999938964844,8267000,Commodity
2017-04-28,Gold ETF,120.7699966430664,9134200,Commodity
2017-05-01,Gold ETF,119.66999816894531,9331800,Commodity
2017-05-02,Gold ETF,119.6500015258789,4900800,Commodity
2017-05-03,Gold ETF,117.9800033569336,10811100,Commodity
2017-05-04,Gold ETF,116.79000091552734,12406900,Commodity
2017-05-05,Gold ETF,117.01000213623047,7127200,Commodity
2017-05-08,Gold ETF,116.75,5438400,Commodity
2017-05-09,Gold ETF,116.05000305175781,6801300,Commodity
2017-05-10,Gold ETF,116.04000091552734,4290500,Commodity
2017-05-11,Gold ETF,116.5,6274400,Commodity
2017-05-12,Gold ETF,116.83000183105469,5434500,Commodity
2017-05-15,Gold ETF,117.13999938964844,5019600,Commodity
2017-05-16,Gold ETF,117.6500015258789,4942800,Commodity
2017-05-17,Gold ETF,119.79000091552734,13936900,Commodity
2017-05-18,Gold ETF,118.80999755859375,10341100,Commodity
2017-05-19,Gold ETF,119.4000015258789,6787300,Commodity
2017-05-22,Gold ETF,119.9000015258789,5132500,Commodity
2017-05-23,Gold ETF,119.13999938964844,8305400,Commodity
2017-05-24,Gold ETF,119.61000061035156,7025000,Commodity
2017-05-25,Gold ETF,119.4800033569336,4105100,Commodity
2017-05-26,Gold ETF,120.54000091552734,6791600,Commodity
2017-05-30,Gold ETF,120.13999938964844,4507500,Commodity
2017-05-31,Gold ETF,120.62000274658203,10360700,Commodity
2017-06-01,Gold ETF,120.72000122070312,8702500,Commodity
2017-06-02,Gold ETF,121.61000061035156,7268100,Commodity
2017-06-05,Gold ETF,121.7300033569336,3979200,Commodity
2017-06-06,Gold ETF,123.0999984741211,10798500,Commodity
2017-06-07,Gold ETF,122.44999694824219,9039200,Commodity
2017-06-08,Gold ETF,121.6500015258789,8169800,Commodity
2017-06-09,Gold ETF,120.54000091552734,7054700,Commodity
2017-06-12,Gold ETF,120.36000061035156,4927400,Commodity
2017-06-13,Gold ETF,120.4800033569336,3786600,Commodity
2017-06-14,Gold ETF,119.81999969482422,21124800,Commodity
2017-06-15,Gold ETF,119.31999969482422,6796700,Commodity
2017-06-16,Gold ETF,119.33999633789062,6435700,Commodity
2017-06-19,Gold ETF,118.43000030517578,6787000,Commodity
2017-06-20,Gold ETF,118.18000030517578,4617400,Commodity
2017-06-21,Gold ETF,118.5199966430664,4723700,Commodity
2017-06-22,Gold ETF,118.91999816894531,5811900,Commodity
2017-06-23,Gold ETF,119.43000030517578,9258600,Commodity
2017-06-26,Gold ETF,118.36000061035156,6593400,Commodity
2017-06-27,Gold ETF,118.80999755859375,5759300,Commodity
2017-06-28,Gold ETF,118.9000015258789,4220100,Commodity
2017-06-29,Gold ETF,118.31999969482422,7705200,Commodity
2017-06-30,Gold ETF,118.0199966430664,7272600,Commodity
2017-07-03,Gold ETF,116.08999633789062,12145000,Commodity
2017-07-05,Gold ETF,116.5199966430664,7223300,Commodity
2017-07-06,Gold ETF,116.47000122070312,4443400,Commodity
2017-07-07,Gold ETF,115.27999877929688,11153600,Commodity
2017-07-10,Gold ETF,115.47000122070312,4970900,Commodity
2017-07-11,Gold ETF,115.62000274658203,6637900,Commodity
2017-07-12,Gold ETF,116.02999877929688,4654400,Commodity
2017-07-13,Gold ETF,115.81999969482422,4148900,Commodity
2017-07-14,Gold ETF,116.7699966430664,5788200,Commodity
2017-07-17,Gold ETF,117.29000091552734,5170800,Commodity
2017-07-18,Gold ETF,118.11000061035156,7158600,Commodity
2017-07-19,Gold ETF,118.08000183105469,3205100,Commodity
2017-07-20,Gold ETF,118.23999786376953,5571600,Commodity
2017-07-21,Gold ETF,119.26000213623047,10135900,Commodity
2017-07-24,Gold ETF,119.30999755859375,3654300,Commodity
2017-07-25,Gold ETF,118.91999816894531,6203000,Commodity
2017-07-26,Gold ETF,119.87999725341797,8527900,Commodity
2017-07-27,Gold ETF,119.79000091552734,6385200,Commodity
2017-07-28,Gold ETF,120.69000244140625,7393600,Commodity
2017-07-31,Gold ETF,120.75,3944600,Commodity
2017-08-01,Gold ETF,120.6500015258789,7365100,Commodity
2017-08-02,Gold ETF,120.4000015258789,5945300,Commodity
2017-08-03,Gold ETF,120.58999633789062,4275600,Commodity
2017-08-04,Gold ETF,119.6500015258789,8644800,Commodity
2017-08-07,Gold ETF,119.51000213623047,3010100,Commodity
2017-08-08,Gold ETF,119.86000061035156,7227200,Commodity
2017-08-09,Gold ETF,121.30999755859375,9186200,Commodity
2017-08-10,Gold ETF,122.20999908447266,9817900,Commodity
2017-08-11,Gold ETF,122.79000091552734,8019500,Commodity
2017-08-14,Gold ETF,121.91999816894531,6035300,Commodity
2017-08-15,Gold ETF,120.9800033569336,6731300,Commodity
2017-08-16,Gold ETF,121.87000274658203,8267300,Commodity
2017-08-17,Gold ETF,122.48999786376953,8183800,Commodity
2017-08-18,Gold ETF,122.30000305175781,13654200,Commodity
2017-08-21,Gold ETF,122.76000213623047,5549700,Commodity
2017-08-22,Gold ETF,122.20999908447266,6493900,Commodity
2017-08-23,Gold ETF,122.66999816894531,5038400,Commodity
2017-08-24,Gold ETF,122.29000091552734,4193400,Commodity
2017-08-25,Gold ETF,122.73999786376953,12398200,Commodity
2017-08-28,Gold ETF,124.69000244140625,11578300,Commodity
2017-08-29,Gold ETF,124.41999816894531,9861500,Commodity
2017-08-30,Gold ETF,124.36000061035156,6328400,Commodity
2017-08-31,Gold ETF,125.81999969482422,11775500,Commodity
2017-09-01,Gold ETF,126.05999755859375,11567400,Commodity
2017-09-05,Gold ETF,127.45999908447266,11813100,Commodity
2017-09-06,Gold ETF,126.80999755859375,10059300,Commodity
2017-09-07,Gold ETF,128.1300048828125,10219700,Commodity
2017-09-08,Gold ETF,127.97000122070312,9020000,Commodity
2017-09-11,Gold ETF,126.19000244140625,9126600,Commodity
2017-09-12,Gold ETF,126.55999755859375,8349000,Commodity
2017-09-13,Gold ETF,125.61000061035156,8491000,Commodity
2017-09-14,Gold ETF,126.16000366210938,5330700,Commodity
2017-09-15,Gold ETF,125.52999877929688,8375100,Commodity
2017-09-18,Gold ETF,124.36000061035156,8859800,Commodity
2017-09-19,Gold ETF,124.62000274658203,5826500,Commodity
2017-09-20,Gold ETF,123.62000274658203,11415400,Commodity
2017-09-21,Gold ETF,122.68000030517578,7757900,Commodity
2017-09-22,Gold ETF,123.23999786376953,6011900,Commodity
2017-09-25,Gold ETF,124.52999877929688,10257200,Commodity
2017-09-26,Gold ETF,123.13999938964844,8673600,Commodity
2017-09-27,Gold ETF,121.9800033569336,6903900,Commodity
2017-09-28,Gold ETF,122.20999908447266,5968200,Commodity
2017-09-29,Gold ETF,121.58000183105469,10208000,Commodity
2017-10-02,Gold ETF,120.7699966430664,11755400,Commodity
2017-10-03,Gold ETF,120.83000183105469,3728700,Commodity
2017-10-04,Gold ETF,121.16999816894531,6475200,Commodity
2017-10-05,Gold ETF,120.5199966430664,6205400,Commodity
2017-10-06,Gold ETF,121.08999633789062,10013300,Commodity
2017-10-09,Gold ETF,122.08000183105469,5264100,Commodity
2017-10-10,Gold ETF,122.4000015258789,9315500,Commodity
2017-10-11,Gold ETF,122.79000091552734,5649400,Commodity
2017-10-12,Gold ETF,122.88999938964844,3037600,Commodity
2017-10-13,Gold ETF,123.81999969482422,6820300,Commodity
2017-10-16,Gold ETF,122.97000122070312,8202000,Commodity
2017-10-17,Gold ETF,122.12999725341797,7041300,Commodity
2017-10-18,Gold ETF,121.66999816894531,3666400,Commodity
2017-10-19,Gold ETF,122.38999938964844,5567300,Commodity
2017-10-20,Gold ETF,121.61000061035156,8481100,Commodity
2017-10-23,Gold ETF,121.80000305175781,5069700,Commodity
2017-10-24,Gold ETF,121.33000183105469,5114100,Commodity
2017-10-25,Gold ETF,121.3499984741211,4282400,Commodity
2017-10-26,Gold ETF,120.33000183105469,6438800,Commodity
2017-10-27,Gold ETF,120.9000015258789,6664200,Commodity
2017-10-30,Gold ETF,121.12999725341797,5119200,Commodity
2017-10-31,Gold ETF,120.66999816894531,3910500,Commodity
2017-11-01,Gold ETF,121.11000061035156,4647800,Commodity
2017-11-02,Gold ETF,121.19000244140625,5369500,Commodity
2017-11-03,Gold ETF,120.62000274658203,6330600,Commodity
2017-11-06,Gold ETF,121.6500015258789,6953800,Commodity
2017-11-07,Gold ETF,121.20999908447266,4165900,Commodity
2017-11-08,Gold ETF,121.62999725341797,5565200,Commodity
2017-11-09,Gold ETF,122.12999725341797,6072400,Commodity
2017-11-10,Gold ETF,121.12999725341797,7116200,Commodity
2017-11-13,Gold ETF,121.30999755859375,6249300,Commodity
2017-11-14,Gold ETF,121.55999755859375,6189000,Commodity
2017-11-15,Gold ETF,121.41000366210938,4984800,Commodity
2017-11-16,Gold ETF,121.4000015258789,2796500,Commodity
2017-11-17,Gold ETF,122.86000061035156,10614000,Commodity
2017-11-20,Gold ETF,121.30999755859375,8356700,Commodity
2017-11-21,Gold ETF,121.51000213623047,4956500,Commodity
2017-11-22,Gold ETF,122.62999725341797,5211800,Commodity
2017-11-24,Gold ETF,122.31999969482422,1779700,Commodity
2017-11-27,Gold ETF,122.83000183105469,4961200,Commodity
2017-11-28,Gold ETF,122.80999755859375,5603100,Commodity
2017-11-29,Gold ETF,122.04000091552734,6138900,Commodity
2017-11-30,Gold ETF,121.0999984741211,7936300,Commodity
2017-12-01,Gold ETF,121.58999633789062,13080100,Commodity
2017-12-04,Gold ETF,121.18000030517578,6943700,Commodity
2017-12-05,Gold ETF,120.31999969482422,10041200,Commodity
2017-12-06,Gold ETF,120.06999969482422,6643000,Commodity
2017-12-07,Gold ETF,118.48999786376953,12900200,Commodity
2017-12-08,Gold ETF,118.4800033569336,5231300,Commodity
2017-12-11,Gold ETF,118.01000213623047,4522200,Commodity
2017-12-12,Gold ETF,118.1500015258789,8020100,Commodity
2017-12-13,Gold ETF,119.16999816894531,10086700,Commodity
2017-12-14,Gold ETF,118.93000030517578,6993600,Commodity
2017-12-15,Gold ETF,119.18000030517578,7532000,Commodity
2017-12-18,Gold ETF,119.7300033569336,5452200,Commodity
2017-12-19,Gold ETF,119.81999969482422,4018900,Commodity
2017-12-20,Gold ETF,120.13999938964844,5734600,Commodity
2017-12-21,Gold ETF,120.30999755859375,4823700,Commodity
2017-12-22,Gold ETF,120.94000244140625,5791300,Commodity
2017-12-26,Gold ETF,121.7699966430664,8224400,Commodity
2017-12-27,Gold ETF,122.2300033569336,6232700,Commodity
2017-12-28,Gold ETF,122.8499984741211,5732700,Commodity
2017-12-29,Gold ETF,123.6500015258789,7852100,Commodity
2018-01-02,Gold ETF,125.1500015258789,11762500,Commodity
2018-01-03,Gold ETF,124.81999969482422,7904300,Commodity
2018-01-04,Gold ETF,125.45999908447266,7329700,Commodity
2018-01-05,Gold ETF,125.33000183105469,5739900,Commodity
2018-01-08,Gold ETF,125.30999755859375,3566700,Commodity
2018-01-09,Gold ETF,124.7300033569336,9153600,Commodity
2018-01-10,Gold ETF,125.02999877929688,14809300,Commodity
2018-01-11,Gold ETF,125.44000244140625,5994700,Commodity
2018-01-12,Gold ETF,126.95999908447266,9258600,Commodity
2018-01-16,Gold ETF,127.16999816894531,8083900,Commodity
2018-01-17,Gold ETF,126.13999938964844,10130500,Commodity
2018-01-18,Gold ETF,125.86000061035156,6289300,Commodity
2018-01-19,Gold ETF,126.41999816894531,8773800,Commodity
2018-01-22,Gold ETF,126.6500015258789,4893500,Commodity
2018-01-23,Gold ETF,127.27999877929688,6190400,Commodity
2018-01-24,Gold ETF,128.8300018310547,11827600,Commodity
2018-01-25,Gold ETF,127.97000122070312,15219700,Commodity
2018-01-26,Gold ETF,128.07000732421875,7828700,Commodity
2018-01-29,Gold ETF,127.3499984741211,6956400,Commodity
2018-01-30,Gold ETF,126.80000305175781,9736100,Commodity
2018-01-31,Gold ETF,127.6500015258789,13418900,Commodity
2018-02-01,Gold ETF,128.07000732421875,10854600,Commodity
2018-02-02,Gold ETF,126.38999938964844,16789200,Commodity
2018-02-05,Gold ETF,126.70999908447266,13596300,Commodity
2018-02-06,Gold ETF,125.37999725341797,17672500,Commodity
2018-02-07,Gold ETF,124.79000091552734,8558500,Commodity
